520630	0.020942	21.39744	0.013964	0.013964	0.013964	0.003654	0.003776	0.002322	0.003348	0.003835	0.0076	0.005029829
520930	-0.01446185	20.82272	-0.021843	-0.021843	-0.021843	-0.005068	-0.004696	0.002992	0.004136	0.00442	0.00755	0.005713646
521231	0.08630685	22.27632	0.004505	0.004505	0.004505	0.001181	0.011597	0.004155	0.00624	0.0042675	0	0.005507307
530331	-0.01659622	21.63886	-0.01627	-0.01627	-0.01627	-0.01627	-0.001626	0.00486	0.005307	0.0050825	-0.00375	0.006188313
530630	-0.0367746	20.57512	-0.003414	-0.003414	-0.003414	-0.003414	-0.005947	0.000626	0.004137	0.0051475	0.00752	0.006955753
530930	-0.01690382	19.95573	0.033203	0.033203	0.033203	0.033203	0.023595	0.01337	0.011455	0.0050575	0.00373	0.006044197
531231	0.07734267	21.14364	0.023117	0.023117	0.023117	0.023205	0.017054	0.011943	0.009484	0.00386	0.00001	0.005514766
540331	0.111201	23.21056	0.039131	0.039131	0.042675	0.017007	0.017007	0.017612	0.014537	0.0034925	0	0.004532214
540630	0.08755161	24.95631	0.017869	0.017869	0.005859	0.00816	0.003985	0.008351	0.005138	0.00255	0	0.004407771
540930	0.09278809	26.9729	0.008808	0.008808	0.005289	0.000646	0.000026	-0.000578	0.001188	0.0015725	-0.00372	0.004691478
541231	0.1377631	30.27713	0.004532	0.004532	-0.005519	-0.003561	-0.001216	0.002538	0.000336	0.002475	-0.00373	0.005052216
550331	0.03743622	31.11134	-0.028081	-0.028081	-0.013874	-0.00684	-0.005967	-0.005193	-0.006168	0.0025125	0	0.00583047
550630	0.1133655	34.31852	0.005621	0.005621	-0.003941	-0.001791	-0.00306	0.00342	0.004024	0.00353	0	0.006262847
550930	0.02220301	34.75856	0.00517	0.00517	0.000011	0.004419	0.001755	0.00315	0.002829	0.0037075	0.00749	0.006620536
551230	0.0613047	36.41837	0.010815	0.010815	0.002461	0.002006	0.000754	0.003578	0.000686	0.0054	-0.00372	0.006975614
560329	0.07928151	38.95157	-0.006803	-0.006803	-0.003848	-0.00301	0.000693	0.003929	0.007646	0.00628	0	0.007395089
560629	-0.009163256	38.23203	0.017079	0.017079	0.017982	0.014961	0.01138	0.009032	0.008237	0.00577	0.01493	0.007082361
560928	-0.03035836	36.73345	-0.038366	-0.038366	-0.026225	-0.015895	-0.010686	-0.002183	0.002471	0.006075	0.00735	0.008714419
561231	0.04545028	37.94904	-0.03513	-0.03513	-0.037192	-0.007738	-0.004319	0.004286	0.003692	0.0073525	0.0073	0.009118302
570329	-0.02659927	36.56515	0.03898	0.03898	0.047883	0.024272	0.024272	0.014349	0.010591	0.008235	0.00724	0.008456642
570628	0.07618838	38.98058	-0.05569	-0.05569	-0.048045	-0.042933	-0.009602	0.001897	0.006154	0.007505	0.01079	0.009816659
570930	-0.09590455	34.88871	0.014547	0.014547	0.006723	0.006723	0.002063	0.007576	0.006706	0.0082075	0.00712	0.01015823
571231	-0.05547514	32.53395	0.087201	0.087201	0.089208	0.089208	0.069665	0.043266	0.022795	0.0087175	0.00353	0.007037677
580331	0.07006897	34.43706	0.010726	0.010726	0.031863	0.031863	0.022663	0.021332	0.015608	0.0069425	0.01408	0.006324955
580630	0.08692807	37.05915	0.015097	0.015097	-0.010516	0.011732	0.004402	0.010102	0.006558	0.002715	0.00347	0.006382091
580930	0.1170808	41.02849	-0.09572	-0.087238	-0.058044	-0.056061	-0.045935	-0.026342	-0.010186	0.0018525	0	0.009227297
581231	0.114547	45.31377	0.005343	0.011387	-0.016932	-0.006725	-0.00299	0.014426	0.011313	0.0067375	0	0.009363525
590331	0.02588816	46.1195	-0.01085	0.00274	0.001384	0.001106	0.005624	0.006493	0.004528	0.0067775	0	0.009734961
590630	0.06126515	48.56948	-0.0109	-0.011186	-0.022046	-0.012531	-0.012946	0.001902	0.005218	0.00725	0.00692	0.011021539
590930	-0.02348089	47.06687	-0.001186	-0.003837	-0.008972	-0.005264	0.009033	-0.000711	0.005013	0.008145	0.00687	0.011649382
591231	0.06375601	49.61428	-0.026854	-0.012954	-0.016025	0.00411	0.004509	0.011151	0.015054	0.0103825	0.00341	0.011955744
600331	-0.06708473	45.90008	0.07503	0.060902	0.077163	0.054366	0.052533	0.032243	0.023792	0.0111	0	0.010056761
600630	0.04084878	47.37477	0.032394	0.015153	0.020482	0.02516	0.018301	0.010542	0.016056	0.007685	0.0068	0.009898349
600930	-0.0499501	44.63662	0.016674	0.037519	0.037439	0.028704	0.02816	0.026837	0.007491	0.00554	0	0.008692114
601230	0.09327853	48.35346	0.014614	0.014154	0.003557	0.015942	0.016008	0.012627	0.009695	0.0058475	0.00676	0.008548358
610330	0.1381277	54.62939	0.011075	0.008981	0.002046	0.005156	0.006692	0.004323	0.005089	0.0055925	0	0.008568188
610630	0.002524542	54.38066	-0.003167	-0.006832	-0.00142	0.001593	0.000653	0.001697	0.007458	0.0060625	0	0.009029115
610929	0.03882312	56.07256	-0.013947	0.00056	0.009886	0.010133	0.012517	0.009151	0.011012	0.0056925	0.00671	0.008925053
611229	0.07515575	59.81399	-0.001483	-0.00078	-0.010663	0.005252	0.000918	0.009865	0.008274	0.0056425	0	0.009576499
620330	-0.02353362	57.99738	0.034968	0.02345	0.040407	0.035986	0.019899	0.016298	0.011108	0.0067275	0.00333	0.008910186
620629	-0.2129444	45.26728	0.000053	0.020602	0.006812	0.000055	0.004561	0.005912	0.004903	0.00697	0.00332	0.009088574
620928	0.03632069	46.51671	0.039319	0.016484	0.018973	0.017005	0.01399	0.015861	0.00948	0.0073525	0.00662	0.009118302
621231	0.1256533	51.83654	0.01003	0.01526	0.019217	0.018423	0.01611	0.006041	0.00787	0.0069425	0	0.008689636
630329	0.06265283	54.66009	-0.001033	0.007932	0.003663	0.00245	0.001575	0.009506	0.007845	0.0074175	0.00329	0.009135643
630628	0.04915807	56.90948	0.005719	-0.006818	0.004907	0.005302	0.005812	0.008422	0.007578	0.0073775	0.00328	0.009383338
630930	0.03838746	58.67352	0.003005	0.009897	0.003674	0.009591	0.004029	0.000968	0.005721	0.0075825	0.00327	0.009749816
631231	0.0442415	60.69966	-0.018584	-0.01867	0.007553	0.005894	0.005721	0.005968	0.008	0.008605	0.00652	0.009960232
640331	0.0618248	63.99236	-0.007497	0.000713	0.004017	-0.002496	0.006138	0.007122	0.010602	0.0089625	0	0.010131008
640630	0.03752791	65.90529	0.047053	0.024373	0.017677	0.01796	0.015313	0.014508	0.01174	0.008975	0.00324	0.009893399
640930	0.03935842	68.02141	-0.002833	0.009904	0.00886	0.009668	0.009679	0.008506	0.009259	0.0087325	0.00323	0.009928053
641231	0.01573555	68.49732	0.009462	0.005685	0.010278	0.003881	0.006544	0.008678	0.009148	0.0090125	0.00322	0.010138432
650331	0.03568973	70.44706	0.013134	0.014138	0.010466	0.01211	0.010828	0.008645	0.009333	0.0095375	0.00321	0.0102003
650630	-0.02422364	68.22745	0.014348	0.011991	0.011425	0.011362	0.010681	0.012808	0.011365	0.009985	0.00958	0.010182977
650930	0.08159033	73.27639	-0.031014	-0.021824	-0.004952	-0.001841	0.003164	0.003376	0.007236	0.009665	0	0.010564004
651231	0.04639649	76.0187	0.011245	-0.006599	-0.014139	-0.010795	-0.014488	0.001233	0.007515	0.010215	0.00632	0.011854457
660331	-0.01761694	74.14472	-0.015369	0.005115	0.007007	0.006868	0.010459	0.01588	0.014624	0.0114075	0.00944	0.011748219
660630	-0.03900848	70.68742	0.003119	-0.020862	-0.018463	-0.004527	-0.002525	0.00631	0.011749	0.011485	0.00935	0.012439804
660930	-0.09360126	63.52835	0.017268	0.016826	0.007423	0.00857	0.008237	0.007294	0.005481	0.011625	0.00926	0.012785417
661230	0.06715501	67.14103	0.045842	0.038902	0.04776	0.038551	0.035273	0.024426	0.018193	0.0135525	0.00612	0.011641969
670331	0.145012	76.28636	0.016857	0.012501	0.01934	0.028989	0.028468	0.024995	0.018869	0.01224	0.00304	0.010853388
670630	0.0275017	77.79557	-0.052229	-0.05285	-0.046384	-0.03812	-0.02657	-0.000881	0.000574	0.010165	0.00909	0.013047016
670929	0.07838335	83.30254	0.008396	0.009828	-0.004859	0.0117	0.012096	0.004455	0.011509	0.01	0.00901	0.012953243
671229	0.01330891	83.73744	-0.026706	-0.029532	-0.021267	-0.007621	-0.003074	0.002448	0.012054	0.0111375	0.00894	0.013875784
680329	-0.06399475	77.78702	0.00242	0.00165	0.005185	0.009228	0.016597	0.018174	0.015279	0.012805	0.01179	0.013754965
680628	0.1366611	87.78226	0.044822	0.044766	0.039574	0.016069	0.021498	0.013191	0.013528	0.0129625	0.01167	0.013345551
680930	0.03986946	90.6607	0.006541	0.007034	0.026368	0.02985	0.025061	0.022096	0.019381	0.013485	0.01153	0.012879206
681231	0.0318918	92.86808	-0.062326	-0.062451	-0.044944	-0.0143	-0.018015	-0.00679	0.003972	0.0128975	0.01139	0.015698629
690328	-0.03131573	89.33964	-0.038888	-0.038105	-0.008696	0.00178	0.017063	0.01931	0.017397	0.01592	0.01691	0.0155608
690630	-0.04339805	84.8127	0.035767	0.034617	-0.000289	-0.004895	-0.00877	-0.003646	0.005745	0.0152475	0.01384	0.016975104
690930	-0.03924473	80.86076	-0.05277	-0.058058	-0.044214	-0.032725	-0.027364	-0.000196	0.016262	0.015995	0.01365	0.019461883
691231	0.001586154	80.32169	-0.006878	-0.002834	-0.032599	0.03207	0.012545	0.010138	0.01786	0.017685	0.01617	0.019724193
700331	-0.02531444	77.66184	0.071895	0.070577	0.098374	0.031707	0.056532	0.04347	0.031778	0.020435	0.01326	0.017464111
700630	-0.2056377	61.10082	-0.023522	-0.025319	-0.036887	-0.011802	-0.005181	0.008628	0.013508	0.0160075	0.0157	0.018669633
700930	0.1815224	71.54824	0.042413	0.044657	0.041704	0.050771	0.041979	0.036777	0.023456	0.016035	0.01031	0.017461654
701231	0.09398557	77.57975	0.029273	0.033821	0.078565	0.079322	0.070482	0.03829	0.030561	0.0148125	0.01531	0.014686622
710331	0.1177176	86.07615	0.086329	0.082623	0.105858	0.061515	0.061453	0.039457	0.026746	0.01228	0.00503	0.012363259
710630	-0.001159881	85.35625	-0.001728	-0.002463	-0.069609	-0.067914	-0.055151	-0.02365	-0.008716	0.00863	0.015	0.016807952
710930	-0.004497919	84.36094	0.076465	0.073733	0.084717	0.060715	0.053826	0.034227	0.024145	0.0132175	0.00493	0.014792549
711231	0.04554784	87.52295	0.01579	0.006395	0.025375	0.04489	0.043253	0.026115	0.024654	0.011575	0.00735	0.013471352
720330	0.06986371	93.02116	-0.001711	0.002179	-0.006583	-0.003542	-0.006149	0.00036	0.007607	0.00932	0.0073	0.014876297
720630	0.00059995	92.45701	0.021375	0.022727	0.01435	0.019082	0.021611	0.016076	0.013125	0.009525	0.00725	0.014654595
720929	0.02366718	94.03539	0.025357	0.023555	-0.000063	0.013598	0.009158	0.0076	0.008949	0.01019	0.0096	0.01501422
721229	0.07078413	100	0.001751	0.002256	0.031322	0.016315	0.011647	0.013482	0.016634	0.0115475	0.0095	0.015299858
730330	-0.07829541	91.58079	-0.036094	-0.037897	-0.002614	-0.006467	-0.004561	-0.003425	0.003529	0.01291	0.01881	0.01648094
730629	-0.08301322	83.35744	-0.007445	-0.007445	0.002965	0.015223	0.013401	0.015258	0.011503	0.0162525	0.02078	0.016653065
730928	0.08115896	89.47561	0.029237	0.029237	0.02747	0.032032	0.025311	0.022248	0.022578	0.0190625	0.02263	0.016215318
731231	-0.1110971	78.80131	-0.007912	-0.007912	0.012854	0.015335	0.010906	0.019256	0.019802	0.017745	0.02213	0.016567006
740329	-0.01539999	76.92844	-0.040769	-0.029905	-0.00713	-0.027137	-0.017802	-0.000402	0.006756	0.0189925	0.03464	0.018362866
740628	-0.1073599	67.99197	0.002478	-0.000538	-0.01143	0.004724	-0.011406	0.009819	0.015401	0.0211175	0.0251	0.019983983
740930	-0.2454007	50.67742	-0.014508	-0.012997	0.006532	0.009064	0.033014	0.026317	0.029503	0.018675	0.03265	0.019403038
741231	0.08771145	54.37738	0.057334	0.085656	0.072322	0.063522	0.05161	0.0352	0.029078	0.01618	0.0257	0.017574657
750331	0.2447575	66.95579	0.004288	-0.010141	0.015326	0.016573	0.012838	0.02474	0.025874	0.0179575	0.01541	0.018068281
750630	0.161099	76.98494	0.036439	0.038253	-0.001648	0.000151	0.010236	0.010087	0.011952	0.0140925	0.01708	0.018814394
750930	-0.1174601	67.25391	-0.025822	-0.037889	-0.035269	-0.005831	0.001399	0.006418	0.012361	0.0152	0.01865	0.020072199
751231	0.07695627	71.67886	0.081978	0.07303	0.062637	0.062169	0.054724	0.042528	0.035176	0.016745	0.01649	0.018218039
760331	0.1644242	82.71331	0.037067	0.042229	0.039064	0.02664	0.020948	0.015813	0.018201	0.0132175	0.00721	0.01805846
760630	0.02382096	83.87557	0.005928	0.00134	0.011629	0.012711	0.008014	0.014938	0.013626	0.0126275	0.0161	0.01848313
760930	0.01682745	84.47726	0.044862	0.042033	0.037077	0.038802	0.035123	0.031039	0.023574	0.013655	0.01407	0.01736338
761231	0.0457472	87.38645	0.079845	0.086756	0.082568	0.053914	0.05517	0.033484	0.024244	0.0128825	0.01042	0.0151078
770331	-0.06031568	81.2621	-0.032318	-0.000096	-0.021709	-0.021402	-0.011987	0.003886	0.010546	0.01101	0.02234	0.016997225
770630	0.04517009	83.98124	0.038402	0.023483	0.007123	0.023022	0.031489	0.01528	0.01538	0.0115225	0.02016	0.016402245
770930	-0.02446802	81.0256	0.007875	-0.005022	0.008622	-0.000707	0.000813	0.003255	0.007311	0.0126775	0.01153	0.017331439
771230	0.01260052	80.99818	-0.017221	-0.009084	-0.006184	-0.00205	-0.000469	0.012093	0.013526	0.015015	0.0114	0.01844877
780331	-0.03213304	77.40609	-0.009965	-0.0164	-0.003646	0.001516	0.005166	0.009075	0.015285	0.0156075	0.02093	0.0192461
780630	0.09608465	83.81772	-0.012055	-0.033685	-0.011453	-0.00299	-0.000362	0.006219	0.010146	0.0165075	0.02839	0.020564592
780929	0.0939021	90.68808	0.029325	0.048913	0.026071	0.021926	0.019598	0.016095	0.015383	0.0179	0.01995	0.020478869
781229	-0.06467258	83.65923	-0.011711	-0.026325	-0.016162	-0.012151	-0.010227	-0.002373	0.008352	0.02038	0.01804	0.022284838
790330	0.08842097	89.91642	0.016868	0.014001	0.026146	0.029795	0.028549	0.029448	0.030873	0.023695	0.03101	0.022042763
790629	0.04146411	92.43483	0.04494	0.047312	0.043003	0.042611	0.045202	0.037605	0.03207	0.0241625	0.03582	0.020640511
790928	0.08222718	98.88656	-0.019425	-0.023733	-0.016756	-0.013377	-0.00944	0.001897	0.007577	0.0228925	0.03182	0.022470634
791231	0.01388753	98.92716	-0.048559	-0.050151	-0.010189	0.027198	-0.007674	0.004919	0.018046	0.025955	0.02815	0.024587729
800331	-0.06173925	91.67344	-0.136173	-0.145129	-0.041908	-0.07603	-0.062953	-0.027159	-0.006027	0.0306325	0.04433	0.030131454
800630	0.1577236	104.8065	0.237083	0.243379	0.159115	0.165429	0.168053	0.129495	0.097737	0.038495	0.03246	0.023225684
800930	0.1267282	116.7693	-0.111521	-0.110647	-0.075855	-0.074006	-0.06264	-0.027598	-0.004163	0.0202325	0.01572	0.028349333
801231	0.08836415	125.583	0.021517	0.020558	0.013074	0.005637	0.011861	0.014986	0.021632	0.02936	0.02738	0.02926507
810331	0.0200442	126.6847	-0.022093	-0.019366	-0.006133	-0.015385	0.006873	0.024292	0.034667	0.03682	0.02549	0.031629472
810630	-0.00805904	124.2844	-0.010402	-0.010402	-0.001752	0.001953	0.008598	0.006832	0.018366	0.0319975	0.02373	0.032534952
810930	-0.1191297	108.1666	-0.089573	-0.089573	-0.058077	-0.037746	-0.039679	0.006486	0.024869	0.036775	0.0287	0.036816383
811231	0.07764181	115.1237	0.145022	0.145022	0.126897	0.112417	0.092041	0.085429	0.068234	0.0372675	0.00858	0.033043017
